Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб сайт 1,Веб сайт 2,Веб сайт 3,Twitter,ВКонтакте,YouTube,Skype,Широта,Долгота,2GIS URL
Тату-студия,,Тату-салоны; Услуги косметолога,"Кирпичная, 51",7 кабинет; 2 этаж,353204,,,,Динской район,Краснодарский край,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00; Сб: 09:00-19:00; Вс: 09:00-19:00,89002319479,,,,,,,,,https://vk.com/tattoodinskaya,,,45.214177,39.227714,https://2gis.com/firm/70000001032077651
Тату-салон,,Тату-салоны,"Красная, 44",111 офис,353204,,,,Динской район,Краснодарский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,89892896752,,,,,,,,,,,,45.213977,39.229292,https://2gis.com/firm/70000001052803993
8617,студия,Барбершопы; Тату-салоны,"Толстого, 2/4",,353900,,Центральный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,89384045570,,,,,,,,,https://vk.com/studio8617,,,44.712012,37.783743,https://2gis.com/firm/70000001033127784
Рай,тату-салон,Тату-салоны,"Набережная, 11",1 этаж,353440,,,Анапа,Анапа городской округ,Краснодарский край,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,89180922423,,,,,http://tattoorai.ru,,,,https://vk.com/tattoorai,,,44.896941,37.308437,https://2gis.com/firm/70000001018932519
Laser love,студия эпиляции,Эпиляция; Услуги косметолога; Услуги массажиста; Обучение мастеров для салонов красоты; Тату-салоны; SPA-процедуры; Услуги по уходу за ресницами / бровями,"проспект Дзержинского, 226",1 этаж,353924,15-й микрорайон,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи: пн-вс),89615213316,89615213016,89615216716,,,http://laserlove.ru,,,,,,,44.674756,37.781138,https://2gis.com/firm/70000001047954867
IГLA,тату-студия,Тату-салоны; Украшения для пирсинга,"проспект Ленина, 109",цокольный этаж,353924,16-й микрорайон,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,89881301170,,,,,,,,,,,,44.675427,37.794264,https://2gis.com/firm/70000001047568836
True tattoo,тату-студия,Тату-салоны; Украшения для пирсинга; Услуги по уходу за ресницами / бровями; Обучение мастеров для салонов красоты,"Волгоградская, 5а",2 этаж,353919,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 11:00-20:00; Вт: 11:00-20:00; Ср: 11:00-20:00; Чт: 11:00-20:00; Пт: 11:00-20:00; Сб: 11:00-20:00; Вс: 11:00-20:00 (по предварительной записи: пн-вс),89184990028,89282070804,,,,http://www.truetattoostudio.ru,,,,https://vk.com/truetattoostudio,,,44.687931,37.760644,https://2gis.com/firm/70000001027054708
54 tattoo studio,,Тату-салоны; Барбершопы,"Свободы, 6",1 этаж,353900,,Центральный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00,89528293444,89183095454,,,,,,,,https://vk.com/5studio4,,,44.722132,37.773534,https://2gis.com/firm/70000001032557673
A`MORE,студия красоты,Парикмахерские; Услуги косметолога; Услуги массажиста; Ногтевые студии; Услуги визажиста; Услуги по уходу за ресницами / бровями; SPA-процедуры; Тату-салоны,"Островского, 172",1 этаж,,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,89002847089,89284272347,,,,,,,,,,,44.552789,38.10604,https://2gis.com/firm/70000001044851690
Антураж,парикмахерская,Парикмахерские; Ногтевые студии; Услуги по уходу за ресницами / бровями; Тату-салоны,"Парковая, 62/1",,353451,,,Анапа,Анапа городской округ,Краснодарский край,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00 (зимний период: пн-вс 9:00-20:00),89883376664,89180225003,,,,,,,,,,,44.891489,37.338736,https://2gis.com/firm/70000001032814209
Helena,студия красоты,Парикмахерские; Услуги имидж-консультанта; Услуги визажиста; Ногтевые студии; Тату-салоны,"проспект Дзержинского, 228",1 этаж,353924,15-й микрорайон,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,89883202317,,,,,,,,,,,,44.674396,37.780766,https://2gis.com/firm/70000001047714218
Art & Crafts,цирюльня для двоих,Тату-салоны; Ногтевые студии; Барбершопы; Эпиляция; Парикмахерские; Услуги визажиста,"Революционная, 21",1 этаж,353461,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00 (зимний период: пн-вс 10:00-20:00),89002580750,,,,,http://myartcraft.ru,,,,https://vk.com/club162856425,,,44.55599,38.074439,https://2gis.com/firm/70000001034954961
К4,тату-студия,Тату-салоны; Оборудование для салонов красоты,"Хворостянского, 13Б",супермаркет Магнит,353925,14-й микрорайон,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00 (по предварительной записи: пн-вс),89298282844,,,,,,,,,https://vk.com/tattoostudiok4,,,44.680396,37.782949,https://2gis.com/firm/70000001034206713
Elizabeth Signum,тату-студия,Тату-салоны; Услуги по уходу за ресницами / бровями,"Островского, 172",,,,,Геленджик,Геленджик городской округ,Краснодарский край,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,89002702756,,,,,,,,,https://vk.com/signum_tat,,,44.552667,38.105897,https://2gis.com/firm/70000001019859497
Лаки,салон красоты и тату,Парикмахерские; Ногтевые студии; Тату-салоны; Услуги косметолога; Услуги по уходу за ресницами / бровями,"проспект Дзержинского, 228",1 этаж,353924,15-й микрорайон,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 09:00-20:00; Вт: 09:00-20:00; Ср: 09:00-20:00; Чт: 09:00-20:00; Пт: 09:00-20:00; Сб: 09:00-20:00; Вс: 09:00-20:00,89184661080,89883135032,,,,,,,,https://vk.com/idtatoosalonovkrasoti_228,,,44.674469,37.780982,https://2gis.com/firm/70000001019953240
By Romanova,салон красоты,Услуги по уходу за ресницами / бровями; Парикмахерские; Услуги косметолога; Ногтевые студии; Услуги визажиста; Обучение мастеров для салонов красоты; Тату-салоны,"набережная им. Адмирала Серебрякова, 79Б/1",,353913,,Южный район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 10:00-20:00; Вс: 10:00-20:00,89181622668,,,,,,,,,,,,44.692183,37.791193,https://2gis.com/firm/70000001055761052
Laxmipiercing,салон,Тату-салоны,"Анапское шоссе, 39в",,353907,,Приморский район,Новороссийск,Новороссийск городской округ,Краснодарский край,Россия,Пн: 10:00-19:00; Вт: 10:00-19:00; Ср: 10:00-19:00; Чт: 10:00-19:00; Пт: 10:00-19:00; Сб: 10:00-19:00; Вс: 10:00-19:00 (по предварительной записи: пн-вс),89883415003,,,,,,,,,,,,44.731005,37.755331,https://2gis.com/firm/70000001046020537
